Date (DDMMYYYY),Date,Month,Year,DoW,Week Number,WeekYear,WeekDayNo,Financial Month,Financial Month No,Pre 2020 Menu Change Period,Post 2020 Menu Change Period,Calendar Year,Week Ending,Date&DoW,Date (DDMMYYYY),Post Apr '22 Pricing Change,Post Apr '22 Pricing Change (equiv. for 2019),Post July '22 Pricing Change,,
01/01/2018,1,1,2018,Monday,1,12018,1,January,1,,,2018,07/01/2018,"01/01, Mon",28/12,No,No,No,,
02/01/2018,2,1,2018,Tuesday,1,12018,2,January,1,,,2018,07/01/2018,"02/01, Tue",29/12,No,No,No,,
03/01/2018,3,1,2018,Wednesday,1,12018,3,January,1,,,2018,07/01/2018,"03/01, Wed",30/12,No,No,No,,
04/01/2018,4,1,2018,Thursday,1,12018,4,January,1,,,2018,07/01/2018,"04/01, Thu",31/12,No,No,No,,
05/01/2018,5,1,2018,Friday,1,12018,5,January,1,,,2018,07/01/2018,"05/01, Fri",01/01,No,No,No,,
06/01/2018,6,1,2018,Saturday,1,12018,6,January,1,,,2018,07/01/2018,"06/01, Sat",02/01,No,No,No,,
07/01/2018,7,1,2018,Sunday,1,12018,7,January,1,,,2018,07/01/2018,"07/01, Sun",03/01,No,No,No,,
08/01/2018,8,1,2018,Monday,2,22018,1,January,1,,,2018,14/01/2018,"08/01, Mon",04/01,No,No,No,,
09/01/2018,9,1,2018,Tuesday,2,22018,2,January,1,,,2018,14/01/2018,"09/01, Tue",05/01,No,No,No,,
10/01/2018,10,1,2018,Wednesday,2,22018,3,January,1,,,2018,14/01/2018,"10/01, Wed",06/01,No,No,No,,
11/01/2018,11,1,2018,Thursday,2,22018,4,January,1,,,2018,14/01/2018,"11/01, Thu",07/01,No,No,No,,
12/01/2018,12,1,2018,Friday,2,22018,5,January,1,,,2018,14/01/2018,"12/01, Fri",08/01,No,No,No,,
13/01/2018,13,1,2018,Saturday,2,22018,6,January,1,,,2018,14/01/2018,"13/01, Sat",09/01,No,No,No,,
14/01/2018,14,1,2018,Sunday,2,22018,7,January,1,,,2018,14/01/2018,"14/01, Sun",10/01,No,No,No,,
15/01/2018,15,1,2018,Monday,3,32018,1,January,1,,,2018,21/01/2018,"15/01, Mon",11/01,No,No,No,,
16/01/2018,16,1,2018,Tuesday,3,32018,2,January,1,,,2018,21/01/2018,"16/01, Tue",12/01,No,No,No,,
17/01/2018,17,1,2018,Wednesday,3,32018,3,January,1,,,2018,21/01/2018,"17/01, Wed",13/01,No,No,No,,
18/01/2018,18,1,2018,Thursday,3,32018,4,January,1,,,2018,21/01/2018,"18/01, Thu",14/01,No,No,No,,
19/01/2018,19,1,2018,Friday,3,32018,5,January,1,,,2018,21/01/2018,"19/01, Fri",15/01,No,No,No,,
20/01/2018,20,1,2018,Saturday,3,32018,6,January,1,,,2018,21/01/2018,"20/01, Sat",16/01,No,No,No,,
21/01/2018,21,1,2018,Sunday,3,32018,7,January,1,,,2018,21/01/2018,"21/01, Sun",17/01,No,No,No,,
22/01/2018,22,1,2018,Monday,4,42018,1,January,1,,,2018,28/01/2018,"22/01, Mon",18/01,No,No,No,,
23/01/2018,23,1,2018,Tuesday,4,42018,2,January,1,,,2018,28/01/2018,"23/01, Tue",19/01,No,No,No,,
24/01/2018,24,1,2018,Wednesday,4,42018,3,January,1,,,2018,28/01/2018,"24/01, Wed",20/01,No,No,No,,
25/01/2018,25,1,2018,Thursday,4,42018,4,January,1,,,2018,28/01/2018,"25/01, Thu",21/01,No,No,No,,
26/01/2018,26,1,2018,Friday,4,42018,5,January,1,,,2018,28/01/2018,"26/01, Fri",22/01,No,No,No,,
27/01/2018,27,1,2018,Saturday,4,42018,6,January,1,,,2018,28/01/2018,"27/01, Sat",23/01,No,No,No,,
28/01/2018,28,1,2018,Sunday,4,42018,7,January,1,,,2018,28/01/2018,"28/01, Sun",24/01,No,No,No,,
29/01/2018,29,1,2018,Monday,5,52018,1,February,2,,,2018,04/02/2018,"29/01, Mon",25/01,No,No,No,,
30/01/2018,30,1,2018,Tuesday,5,52018,2,February,2,,,2018,04/02/2018,"30/01, Tue",26/01,No,No,No,,
31/01/2018,31,1,2018,Wednesday,5,52018,3,February,2,,,2018,04/02/2018,"31/01, Wed",27/01,No,No,No,,
01/02/2018,1,2,2018,Thursday,5,52018,4,February,2,,,2018,04/02/2018,"01/02, Thu",28/01,No,No,No,,
02/02/2018,2,2,2018,Friday,5,52018,5,February,2,,,2018,04/02/2018,"02/02, Fri",29/01,No,No,No,,
03/02/2018,3,2,2018,Saturday,5,52018,6,February,2,,,2018,04/02/2018,"03/02, Sat",30/01,No,No,No,,
04/02/2018,4,2,2018,Sunday,5,52018,7,February,2,,,2018,04/02/2018,"04/02, Sun",31/01,No,No,No,,
05/02/2018,5,2,2018,Monday,6,62018,1,February,2,,,2018,11/02/2018,"05/02, Mon",01/02,No,No,No,,
06/02/2018,6,2,2018,Tuesday,6,62018,2,February,2,,,2018,11/02/2018,"06/02, Tue",02/02,No,No,No,,
07/02/2018,7,2,2018,Wednesday,6,62018,3,February,2,,,2018,11/02/2018,"07/02, Wed",03/02,No,No,No,,
08/02/2018,8,2,2018,Thursday,6,62018,4,February,2,,,2018,11/02/2018,"08/02, Thu",04/02,No,No,No,,
09/02/2018,9,2,2018,Friday,6,62018,5,February,2,,,2018,11/02/2018,"09/02, Fri",05/02,No,No,No,,
10/02/2018,10,2,2018,Saturday,6,62018,6,February,2,,,2018,11/02/2018,"10/02, Sat",06/02,No,No,No,,
11/02/2018,11,2,2018,Sunday,6,62018,7,February,2,,,2018,11/02/2018,"11/02, Sun",07/02,No,No,No,,
12/02/2018,12,2,2018,Monday,7,72018,1,February,2,,,2018,18/02/2018,"12/02, Mon",08/02,No,No,No,,
13/02/2018,13,2,2018,Tuesday,7,72018,2,February,2,,,2018,18/02/2018,"13/02, Tue",09/02,No,No,No,,
14/02/2018,14,2,2018,Wednesday,7,72018,3,February,2,,,2018,18/02/2018,"14/02, Wed",10/02,No,No,No,,
15/02/2018,15,2,2018,Thursday,7,72018,4,February,2,,,2018,18/02/2018,"15/02, Thu",11/02,No,No,No,,
16/02/2018,16,2,2018,Friday,7,72018,5,February,2,,,2018,18/02/2018,"16/02, Fri",12/02,No,No,No,,
17/02/2018,17,2,2018,Saturday,7,72018,6,February,2,,,2018,18/02/2018,"17/02, Sat",13/02,No,No,No,,
18/02/2018,18,2,2018,Sunday,7,72018,7,February,2,,,2018,18/02/2018,"18/02, Sun",14/02,No,No,No,,
19/02/2018,19,2,2018,Monday,8,82018,1,February,2,,,2018,25/02/2018,"19/02, Mon",15/02,No,No,No,,
20/02/2018,20,2,2018,Tuesday,8,82018,2,February,2,,,2018,25/02/2018,"20/02, Tue",16/02,No,No,No,,
21/02/2018,21,2,2018,Wednesday,8,82018,3,February,2,,,2018,25/02/2018,"21/02, Wed",17/02,No,No,No,,
22/02/2018,22,2,2018,Thursday,8,82018,4,February,2,,,2018,25/02/2018,"22/02, Thu",18/02,No,No,No,,
23/02/2018,23,2,2018,Friday,8,82018,5,February,2,,,2018,25/02/2018,"23/02, Fri",19/02,No,No,No,,
24/02/2018,24,2,2018,Saturday,8,82018,6,February,2,,,2018,25/02/2018,"24/02, Sat",20/02,No,No,No,,
25/02/2018,25,2,2018,Sunday,8,82018,7,February,2,,,2018,25/02/2018,"25/02, Sun",21/02,No,No,No,,
26/02/2018,26,2,2018,Monday,9,92018,1,March,3,,,2018,04/03/2018,"26/02, Mon",22/02,No,No,No,,
27/02/2018,27,2,2018,Tuesday,9,92018,2,March,3,,,2018,04/03/2018,"27/02, Tue",23/02,No,No,No,,
28/02/2018,28,2,2018,Wednesday,9,92018,3,March,3,,,2018,04/03/2018,"28/02, Wed",24/02,No,No,No,,
01/03/2018,1,3,2018,Thursday,9,92018,4,March,3,,,2018,04/03/2018,"01/03, Thu",25/02,No,No,No,,
02/03/2018,2,3,2018,Friday,9,92018,5,March,3,,,2018,04/03/2018,"02/03, Fri",26/02,No,No,No,,
03/03/2018,3,3,2018,Saturday,9,92018,6,March,3,,,2018,04/03/2018,"03/03, Sat",27/02,No,No,No,,
04/03/2018,4,3,2018,Sunday,9,92018,7,March,3,,,2018,04/03/2018,"04/03, Sun",28/02,No,No,No,,
05/03/2018,5,3,2018,Monday,10,102018,1,March,3,,,2018,11/03/2018,"05/03, Mon",01/03,No,No,No,,
06/03/2018,6,3,2018,Tuesday,10,102018,2,March,3,,,2018,11/03/2018,"06/03, Tue",02/03,No,No,No,,
07/03/2018,7,3,2018,Wednesday,10,102018,3,March,3,,,2018,11/03/2018,"07/03, Wed",03/03,No,No,No,,
08/03/2018,8,3,2018,Thursday,10,102018,4,March,3,,,2018,11/03/2018,"08/03, Thu",04/03,No,No,No,,
09/03/2018,9,3,2018,Friday,10,102018,5,March,3,,,2018,11/03/2018,"09/03, Fri",05/03,No,No,No,,
10/03/2018,10,3,2018,Saturday,10,102018,6,March,3,,,2018,11/03/2018,"10/03, Sat",06/03,No,No,No,,
11/03/2018,11,3,2018,Sunday,10,102018,7,March,3,,,2018,11/03/2018,"11/03, Sun",07/03,No,No,No,,
12/03/2018,12,3,2018,Monday,11,112018,1,March,3,,,2018,18/03/2018,"12/03, Mon",08/03,No,No,No,,
13/03/2018,13,3,2018,Tuesday,11,112018,2,March,3,,,2018,18/03/2018,"13/03, Tue",09/03,No,No,No,,
14/03/2018,14,3,2018,Wednesday,11,112018,3,March,3,,,2018,18/03/2018,"14/03, Wed",10/03,No,No,No,,
15/03/2018,15,3,2018,Thursday,11,112018,4,March,3,,,2018,18/03/2018,"15/03, Thu",11/03,No,No,No,,
16/03/2018,16,3,2018,Friday,11,112018,5,March,3,,,2018,18/03/2018,"16/03, Fri",12/03,No,No,No,,
17/03/2018,17,3,2018,Saturday,11,112018,6,March,3,,,2018,18/03/2018,"17/03, Sat",13/03,No,No,No,,
18/03/2018,18,3,2018,Sunday,11,112018,7,March,3,,,2018,18/03/2018,"18/03, Sun",14/03,No,No,No,,
19/03/2018,19,3,2018,Monday,12,122018,1,March,3,,,2018,25/03/2018,"19/03, Mon",15/03,No,No,No,,
20/03/2018,20,3,2018,Tuesday,12,122018,2,March,3,,,2018,25/03/2018,"20/03, Tue",16/03,No,No,No,,
21/03/2018,21,3,2018,Wednesday,12,122018,3,March,3,,,2018,25/03/2018,"21/03, Wed",17/03,No,No,No,,
22/03/2018,22,3,2018,Thursday,12,122018,4,March,3,,,2018,25/03/2018,"22/03, Thu",18/03,No,No,No,,
23/03/2018,23,3,2018,Friday,12,122018,5,March,3,,,2018,25/03/2018,"23/03, Fri",19/03,No,No,No,,
24/03/2018,24,3,2018,Saturday,12,122018,6,March,3,,,2018,25/03/2018,"24/03, Sat",20/03,No,No,No,,
25/03/2018,25,3,2018,Sunday,12,122018,7,March,3,,,2018,25/03/2018,"25/03, Sun",21/03,No,No,No,,
26/03/2018,26,3,2018,Monday,13,132018,1,March,3,,,2018,01/04/2018,"26/03, Mon",22/03,No,No,No,,
27/03/2018,27,3,2018,Tuesday,13,132018,2,March,3,,,2018,01/04/2018,"27/03, Tue",23/03,No,No,No,,
28/03/2018,28,3,2018,Wednesday,13,132018,3,March,3,,,2018,01/04/2018,"28/03, Wed",24/03,No,No,No,,
29/03/2018,29,3,2018,Thursday,13,132018,4,March,3,,,2018,01/04/2018,"29/03, Thu",25/03,No,No,No,,
30/03/2018,30,3,2018,Friday,13,132018,5,March,3,,,2018,01/04/2018,"30/03, Fri",26/03,No,No,No,,
31/03/2018,31,3,2018,Saturday,13,132018,6,March,3,,,2018,01/04/2018,"31/03, Sat",27/03,No,No,No,,
01/04/2018,1,4,2018,Sunday,13,132018,7,March,3,,,2018,01/04/2018,"01/04, Sun",28/03,No,No,No,,
02/04/2018,2,4,2018,Monday,14,142018,1,April,4,,,2018,08/04/2018,"02/04, Mon",29/03,No,No,No,,
03/04/2018,3,4,2018,Tuesday,14,142018,2,April,4,,,2018,08/04/2018,"03/04, Tue",30/03,No,No,No,,
04/04/2018,4,4,2018,Wednesday,14,142018,3,April,4,,,2018,08/04/2018,"04/04, Wed",31/03,No,No,No,,
05/04/2018,5,4,2018,Thursday,14,142018,4,April,4,,,2018,08/04/2018,"05/04, Thu",01/04,No,No,No,,
06/04/2018,6,4,2018,Friday,14,142018,5,April,4,,,2018,08/04/2018,"06/04, Fri",02/04,No,No,No,,
07/04/2018,7,4,2018,Saturday,14,142018,6,April,4,,,2018,08/04/2018,"07/04, Sat",03/04,No,No,No,,
08/04/2018,8,4,2018,Sunday,14,142018,7,April,4,,,2018,08/04/2018,"08/04, Sun",04/04,No,No,No,,
09/04/2018,9,4,2018,Monday,15,152018,1,April,4,,,2018,15/04/2018,"09/04, Mon",05/04,No,No,No,,
10/04/2018,10,4,2018,Tuesday,15,152018,2,April,4,,,2018,15/04/2018,"10/04, Tue",06/04,No,No,No,,
11/04/2018,11,4,2018,Wednesday,15,152018,3,April,4,,,2018,15/04/2018,"11/04, Wed",07/04,No,No,No,,
12/04/2018,12,4,2018,Thursday,15,152018,4,April,4,,,2018,15/04/2018,"12/04, Thu",08/04,No,No,No,,
13/04/2018,13,4,2018,Friday,15,152018,5,April,4,,,2018,15/04/2018,"13/04, Fri",09/04,No,No,No,,
14/04/2018,14,4,2018,Saturday,15,152018,6,April,4,,,2018,15/04/2018,"14/04, Sat",10/04,No,No,No,,
15/04/2018,15,4,2018,Sunday,15,152018,7,April,4,,,2018,15/04/2018,"15/04, Sun",11/04,No,No,No,,
16/04/2018,16,4,2018,Monday,16,162018,1,April,4,,,2018,22/04/2018,"16/04, Mon",12/04,No,No,No,,
17/04/2018,17,4,2018,Tuesday,16,162018,2,April,4,,,2018,22/04/2018,"17/04, Tue",13/04,No,No,No,,
18/04/2018,18,4,2018,Wednesday,16,162018,3,April,4,,,2018,22/04/2018,"18/04, Wed",14/04,No,No,No,,
19/04/2018,19,4,2018,Thursday,16,162018,4,April,4,,,2018,22/04/2018,"19/04, Thu",15/04,No,No,No,,
20/04/2018,20,4,2018,Friday,16,162018,5,April,4,,,2018,22/04/2018,"20/04, Fri",16/04,No,No,No,,
21/04/2018,21,4,2018,Saturday,16,162018,6,April,4,,,2018,22/04/2018,"21/04, Sat",17/04,No,No,No,,
22/04/2018,22,4,2018,Sunday,16,162018,7,April,4,,,2018,22/04/2018,"22/04, Sun",18/04,No,No,No,,
23/04/2018,23,4,2018,Monday,17,172018,1,April,4,,,2018,29/04/2018,"23/04, Mon",19/04,No,No,No,,
24/04/2018,24,4,2018,Tuesday,17,172018,2,April,4,,,2018,29/04/2018,"24/04, Tue",20/04,No,No,No,,
25/04/2018,25,4,2018,Wednesday,17,172018,3,April,4,,,2018,29/04/2018,"25/04, Wed",21/04,No,No,No,,
26/04/2018,26,4,2018,Thursday,17,172018,4,April,4,,,2018,29/04/2018,"26/04, Thu",22/04,No,No,No,,
27/04/2018,27,4,2018,Friday,17,172018,5,April,4,,,2018,29/04/2018,"27/04, Fri",23/04,No,No,No,,
28/04/2018,28,4,2018,Saturday,17,172018,6,April,4,,,2018,29/04/2018,"28/04, Sat",24/04,No,No,No,,
29/04/2018,29,4,2018,Sunday,17,172018,7,April,4,,,2018,29/04/2018,"29/04, Sun",25/04,No,No,No,,
30/04/2018,30,4,2018,Monday,18,182018,1,May,5,,,2018,06/05/2018,"30/04, Mon",26/04,No,No,No,,
01/05/2018,1,5,2018,Tuesday,18,182018,2,May,5,,,2018,06/05/2018,"01/05, Tue",27/04,No,No,No,,
02/05/2018,2,5,2018,Wednesday,18,182018,3,May,5,,,2018,06/05/2018,"02/05, Wed",28/04,No,No,No,,
03/05/2018,3,5,2018,Thursday,18,182018,4,May,5,,,2018,06/05/2018,"03/05, Thu",29/04,No,No,No,,
04/05/2018,4,5,2018,Friday,18,182018,5,May,5,,,2018,06/05/2018,"04/05, Fri",30/04,No,No,No,,
05/05/2018,5,5,2018,Saturday,18,182018,6,May,5,,,2018,06/05/2018,"05/05, Sat",01/05,No,No,No,,
06/05/2018,6,5,2018,Sunday,18,182018,7,May,5,,,2018,06/05/2018,"06/05, Sun",02/05,No,No,No,,
07/05/2018,7,5,2018,Monday,19,192018,1,May,5,,,2018,13/05/2018,"07/05, Mon",03/05,No,No,No,,
08/05/2018,8,5,2018,Tuesday,19,192018,2,May,5,,,2018,13/05/2018,"08/05, Tue",04/05,No,No,No,,
09/05/2018,9,5,2018,Wednesday,19,192018,3,May,5,,,2018,13/05/2018,"09/05, Wed",05/05,No,No,No,,
10/05/2018,10,5,2018,Thursday,19,192018,4,May,5,,,2018,13/05/2018,"10/05, Thu",06/05,No,No,No,,
11/05/2018,11,5,2018,Friday,19,192018,5,May,5,,,2018,13/05/2018,"11/05, Fri",07/05,No,No,No,,
12/05/2018,12,5,2018,Saturday,19,192018,6,May,5,,,2018,13/05/2018,"12/05, Sat",08/05,No,No,No,,
13/05/2018,13,5,2018,Sunday,19,192018,7,May,5,,,2018,13/05/2018,"13/05, Sun",09/05,No,No,No,,
14/05/2018,14,5,2018,Monday,20,202018,1,May,5,,,2018,20/05/2018,"14/05, Mon",10/05,No,No,No,,
15/05/2018,15,5,2018,Tuesday,20,202018,2,May,5,,,2018,20/05/2018,"15/05, Tue",11/05,No,No,No,,
16/05/2018,16,5,2018,Wednesday,20,202018,3,May,5,,,2018,20/05/2018,"16/05, Wed",12/05,No,No,No,,
17/05/2018,17,5,2018,Thursday,20,202018,4,May,5,,,2018,20/05/2018,"17/05, Thu",13/05,No,No,No,,
18/05/2018,18,5,2018,Friday,20,202018,5,May,5,,,2018,20/05/2018,"18/05, Fri",14/05,No,No,No,,
19/05/2018,19,5,2018,Saturday,20,202018,6,May,5,,,2018,20/05/2018,"19/05, Sat",15/05,No,No,No,,
20/05/2018,20,5,2018,Sunday,20,202018,7,May,5,,,2018,20/05/2018,"20/05, Sun",16/05,No,No,No,,
21/05/2018,21,5,2018,Monday,21,212018,1,May,5,,,2018,27/05/2018,"21/05, Mon",17/05,No,No,No,,
22/05/2018,22,5,2018,Tuesday,21,212018,2,May,5,,,2018,27/05/2018,"22/05, Tue",18/05,No,No,No,,
23/05/2018,23,5,2018,Wednesday,21,212018,3,May,5,,,2018,27/05/2018,"23/05, Wed",19/05,No,No,No,,
24/05/2018,24,5,2018,Thursday,21,212018,4,May,5,,,2018,27/05/2018,"24/05, Thu",20/05,No,No,No,,
25/05/2018,25,5,2018,Friday,21,212018,5,May,5,,,2018,27/05/2018,"25/05, Fri",21/05,No,No,No,,
26/05/2018,26,5,2018,Saturday,21,212018,6,May,5,,,2018,27/05/2018,"26/05, Sat",22/05,No,No,No,,
27/05/2018,27,5,2018,Sunday,21,212018,7,May,5,,,2018,27/05/2018,"27/05, Sun",23/05,No,No,No,,
28/05/2018,28,5,2018,Monday,22,222018,1,June,6,,,2018,03/06/2018,"28/05, Mon",24/05,No,No,No,,
29/05/2018,29,5,2018,Tuesday,22,222018,2,June,6,,,2018,03/06/2018,"29/05, Tue",25/05,No,No,No,,
30/05/2018,30,5,2018,Wednesday,22,222018,3,June,6,,,2018,03/06/2018,"30/05, Wed",26/05,No,No,No,,
31/05/2018,31,5,2018,Thursday,22,222018,4,June,6,,,2018,03/06/2018,"31/05, Thu",27/05,No,No,No,,
01/06/2018,1,6,2018,Friday,22,222018,5,June,6,,,2018,03/06/2018,"01/06, Fri",28/05,No,No,No,,
02/06/2018,2,6,2018,Saturday,22,222018,6,June,6,,,2018,03/06/2018,"02/06, Sat",29/05,No,No,No,,
03/06/2018,3,6,2018,Sunday,22,222018,7,June,6,,,2018,03/06/2018,"03/06, Sun",30/05,No,No,No,,
04/06/2018,4,6,2018,Monday,23,232018,1,June,6,,,2018,10/06/2018,"04/06, Mon",31/05,No,No,No,,
05/06/2018,5,6,2018,Tuesday,23,232018,2,June,6,,,2018,10/06/2018,"05/06, Tue",01/06,No,No,No,,
06/06/2018,6,6,2018,Wednesday,23,232018,3,June,6,,,2018,10/06/2018,"06/06, Wed",02/06,No,No,No,,
07/06/2018,7,6,2018,Thursday,23,232018,4,June,6,,,2018,10/06/2018,"07/06, Thu",03/06,No,No,No,,
08/06/2018,8,6,2018,Friday,23,232018,5,June,6,,,2018,10/06/2018,"08/06, Fri",04/06,No,No,No,,
09/06/2018,9,6,2018,Saturday,23,232018,6,June,6,,,2018,10/06/2018,"09/06, Sat",05/06,No,No,No,,
10/06/2018,10,6,2018,Sunday,23,232018,7,June,6,,,2018,10/06/2018,"10/06, Sun",06/06,No,No,No,,
11/06/2018,11,6,2018,Monday,24,242018,1,June,6,,,2018,17/06/2018,"11/06, Mon",07/06,No,No,No,,
12/06/2018,12,6,2018,Tuesday,24,242018,2,June,6,,,2018,17/06/2018,"12/06, Tue",08/06,No,No,No,,
13/06/2018,13,6,2018,Wednesday,24,242018,3,June,6,,,2018,17/06/2018,"13/06, Wed",09/06,No,No,No,,
14/06/2018,14,6,2018,Thursday,24,242018,4,June,6,,,2018,17/06/2018,"14/06, Thu",10/06,No,No,No,,
15/06/2018,15,6,2018,Friday,24,242018,5,June,6,,,2018,17/06/2018,"15/06, Fri",11/06,No,No,No,,
16/06/2018,16,6,2018,Saturday,24,242018,6,June,6,,,2018,17/06/2018,"16/06, Sat",12/06,No,No,No,,
17/06/2018,17,6,2018,Sunday,24,242018,7,June,6,,,2018,17/06/2018,"17/06, Sun",13/06,No,No,No,,
18/06/2018,18,6,2018,Monday,25,252018,1,June,6,,,2018,24/06/2018,"18/06, Mon",14/06,No,No,No,,
19/06/2018,19,6,2018,Tuesday,25,252018,2,June,6,,,2018,24/06/2018,"19/06, Tue",15/06,No,No,No,,
20/06/2018,20,6,2018,Wednesday,25,252018,3,June,6,,,2018,24/06/2018,"20/06, Wed",16/06,No,No,No,,
21/06/2018,21,6,2018,Thursday,25,252018,4,June,6,,,2018,24/06/2018,"21/06, Thu",17/06,No,No,No,,
22/06/2018,22,6,2018,Friday,25,252018,5,June,6,,,2018,24/06/2018,"22/06, Fri",18/06,No,No,No,,
23/06/2018,23,6,2018,Saturday,25,252018,6,June,6,,,2018,24/06/2018,"23/06, Sat",19/06,No,No,No,,
24/06/2018,24,6,2018,Sunday,25,252018,7,June,6,,,2018,24/06/2018,"24/06, Sun",20/06,No,No,No,,
25/06/2018,25,6,2018,Monday,26,262018,1,June,6,,,2018,01/07/2018,"25/06, Mon",21/06,No,No,No,,
26/06/2018,26,6,2018,Tuesday,26,262018,2,June,6,,,2018,01/07/2018,"26/06, Tue",22/06,No,No,No,,
27/06/2018,27,6,2018,Wednesday,26,262018,3,June,6,,,2018,01/07/2018,"27/06, Wed",23/06,No,No,No,,
28/06/2018,28,6,2018,Thursday,26,262018,4,June,6,,,2018,01/07/2018,"28/06, Thu",24/06,No,No,No,,
29/06/2018,29,6,2018,Friday,26,262018,5,June,6,,,2018,01/07/2018,"29/06, Fri",25/06,No,No,No,,
30/06/2018,30,6,2018,Saturday,26,262018,6,June,6,,,2018,01/07/2018,"30/06, Sat",26/06,No,No,No,,
01/07/2018,1,7,2018,Sunday,26,262018,7,June,6,,,2018,01/07/2018,"01/07, Sun",27/06,No,No,No,,
02/07/2018,2,7,2018,Monday,27,272018,1,July,7,,,2018,08/07/2018,"02/07, Mon",28/06,No,No,No,,
03/07/2018,3,7,2018,Tuesday,27,272018,2,July,7,,,2018,08/07/2018,"03/07, Tue",29/06,No,No,No,,
04/07/2018,4,7,2018,Wednesday,27,272018,3,July,7,,,2018,08/07/2018,"04/07, Wed",30/06,No,No,No,,
05/07/2018,5,7,2018,Thursday,27,272018,4,July,7,,,2018,08/07/2018,"05/07, Thu",01/07,No,No,No,,
06/07/2018,6,7,2018,Friday,27,272018,5,July,7,,,2018,08/07/2018,"06/07, Fri",02/07,No,No,No,,
07/07/2018,7,7,2018,Saturday,27,272018,6,July,7,,,2018,08/07/2018,"07/07, Sat",03/07,No,No,No,,
08/07/2018,8,7,2018,Sunday,27,272018,7,July,7,,,2018,08/07/2018,"08/07, Sun",04/07,No,No,No,,
09/07/2018,9,7,2018,Monday,28,282018,1,July,7,,,2018,15/07/2018,"09/07, Mon",05/07,No,No,No,,
10/07/2018,10,7,2018,Tuesday,28,282018,2,July,7,,,2018,15/07/2018,"10/07, Tue",06/07,No,No,No,,
11/07/2018,11,7,2018,Wednesday,28,282018,3,July,7,,,2018,15/07/2018,"11/07, Wed",07/07,No,No,No,,
12/07/2018,12,7,2018,Thursday,28,282018,4,July,7,,,2018,15/07/2018,"12/07, Thu",08/07,No,No,No,,
13/07/2018,13,7,2018,Friday,28,282018,5,July,7,,,2018,15/07/2018,"13/07, Fri",09/07,No,No,No,,
14/07/2018,14,7,2018,Saturday,28,282018,6,July,7,,,2018,15/07/2018,"14/07, Sat",10/07,No,No,No,,
15/07/2018,15,7,2018,Sunday,28,282018,7,July,7,,,2018,15/07/2018,"15/07, Sun",11/07,No,No,No,,
16/07/2018,16,7,2018,Monday,29,292018,1,July,7,,,2018,22/07/2018,"16/07, Mon",12/07,No,No,No,,
17/07/2018,17,7,2018,Tuesday,29,292018,2,July,7,,,2018,22/07/2018,"17/07, Tue",13/07,No,No,No,,
18/07/2018,18,7,2018,Wednesday,29,292018,3,July,7,,,2018,22/07/2018,"18/07, Wed",14/07,No,No,No,,
19/07/2018,19,7,2018,Thursday,29,292018,4,July,7,,,2018,22/07/2018,"19/07, Thu",15/07,No,No,No,,
20/07/2018,20,7,2018,Friday,29,292018,5,July,7,,,2018,22/07/2018,"20/07, Fri",16/07,No,No,No,,
21/07/2018,21,7,2018,Saturday,29,292018,6,July,7,,,2018,22/07/2018,"21/07, Sat",17/07,No,No,No,,
22/07/2018,22,7,2018,Sunday,29,292018,7,July,7,,,2018,22/07/2018,"22/07, Sun",18/07,No,No,No,,
23/07/2018,23,7,2018,Monday,30,302018,1,July,7,,,2018,29/07/2018,"23/07, Mon",19/07,No,No,No,,
24/07/2018,24,7,2018,Tuesday,30,302018,2,July,7,,,2018,29/07/2018,"24/07, Tue",20/07,No,No,No,,
25/07/2018,25,7,2018,Wednesday,30,302018,3,July,7,,,2018,29/07/2018,"25/07, Wed",21/07,No,No,No,,
26/07/2018,26,7,2018,Thursday,30,302018,4,July,7,,,2018,29/07/2018,"26/07, Thu",22/07,No,No,No,,
27/07/2018,27,7,2018,Friday,30,302018,5,July,7,,,2018,29/07/2018,"27/07, Fri",23/07,No,No,No,,
28/07/2018,28,7,2018,Saturday,30,302018,6,July,7,,,2018,29/07/2018,"28/07, Sat",24/07,No,No,No,,
29/07/2018,29,7,2018,Sunday,30,302018,7,July,7,,,2018,29/07/2018,"29/07, Sun",25/07,No,No,No,,
30/07/2018,30,7,2018,Monday,31,312018,1,August,8,,,2018,05/08/2018,"30/07, Mon",26/07,No,No,No,,
31/07/2018,31,7,2018,Tuesday,31,312018,2,August,8,,,2018,05/08/2018,"31/07, Tue",27/07,No,No,No,,
01/08/2018,1,8,2018,Wednesday,31,312018,3,August,8,,,2018,05/08/2018,"01/08, Wed",28/07,No,No,No,,
02/08/2018,2,8,2018,Thursday,31,312018,4,August,8,,,2018,05/08/2018,"02/08, Thu",29/07,No,No,No,,
03/08/2018,3,8,2018,Friday,31,312018,5,August,8,,,2018,05/08/2018,"03/08, Fri",30/07,No,No,No,,
04/08/2018,4,8,2018,Saturday,31,312018,6,August,8,,,2018,05/08/2018,"04/08, Sat",31/07,No,No,No,,
05/08/2018,5,8,2018,Sunday,31,312018,7,August,8,,,2018,05/08/2018,"05/08, Sun",01/08,No,No,No,,
06/08/2018,6,8,2018,Monday,32,322018,1,August,8,,,2018,12/08/2018,"06/08, Mon",02/08,No,No,No,,
07/08/2018,7,8,2018,Tuesday,32,322018,2,August,8,,,2018,12/08/2018,"07/08, Tue",03/08,No,No,No,,
